"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os02g36850",0.00966580735226,"--","None","oxygen evolving enhancer protein 3, identical, putative, expressed"
"LOC_Os10g37180",0.00929034312199,"OsGDCH","None","glycine cleavage system H protein, putative, expressed"
"LOC_Os07g38960",0.00900067153719,"--","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os02g01340",0.0088163125458,"OsLFNR1|LFNR1","None","ferredoxin--NADP reductase, chloroplast precursor, putative, expressed"
"LOC_Os03g17070",0.00851097145006,"--","None","ATP synthase B chain, chloroplast precursor, putative, expressed"
"LOC_Os09g36930",0.00807959764001,"OsPIP2;7","None","aquaporin protein, putative, expressed"
"LOC_Os04g38410",0.00801603581129,"CP24","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os03g56670",0.00797084260706,"--","None","photosystem I reaction center subunit III, chloroplast precursor, putative, expressed"
"LOC_Os06g09610",0.00784317922644,"--","None","peroxiredoxin, putative, expressed"
"LOC_Os03g55720",0.00778956179316,"--","None","cytochrome b6f complex subunit, putative, expressed"
"LOC_Os03g03720",0.00763485807856,"GADPH","None","glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
"LOC_Os08g10020",0.00750235371578,"--","None","photosystem II 10 kDa polypeptide, chloroplast precursor, putative, expressed"
"LOC_Os07g05820",0.00741165743084,"GLO3","None","hydroxyacid oxidase 1, putative, expressed"
"LOC_Os07g37030",0.00740480122076,"--","None","cytochrome b6-f complex iron-sulfur subunit, chloroplast precursor, putative, expressed"
"LOC_Os10g38910",0.00730368150342,"--","None","expressed protein"
"LOC_Os12g23180",0.00726614035279,"CSP41b|LGL1","None","3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
"LOC_Os01g64960",0.00717311331468,"OsPsbS|psbS1","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os08g04450",0.00711488423808,"--","None","DAG protein, chloroplast precursor, putative, expressed"
"LOC_Os07g37240",0.00692657070884,"CP29|OsLhcb4","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os11g02369",0.00691237890571,"--","None","LTPL7 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os11g13890",0.00683208815501,"ASCAB9-A|CP26|Lhcb5","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os08g33820",0.00671455525472,"Lhca4|DYE1","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os02g53350",0.00669934602938,"--","None","expressed protein"
"LOC_Os03g53710",0.00669455771899,"--","None","aldose 1-epimerase, putative, expressed"
"LOC_Os06g21590",0.00652321011524,"--","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os05g41640",0.00629874795967,"--","None","phosphoglycerate kinase protein, putative, expressed"
"LOC_Os03g56280",0.00626617150401,"--","None","lactate/malate dehydrogenase, putative, expressed"
"LOC_Os02g01150",0.00626213291276,"OsHPR1","None","erythronate-4-phosphate dehydrogenase domain containing protein, expressed"
"LOC_Os12g19470",0.00606670341448,"OsRBCS4","None","ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed"
"LOC_Os02g34810",0.00597632677827,"OsAPx8","None","OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene 5,8, expressed"
"LOC_Os04g56400",0.00595563254181,"OsGS2|lambdaGS31","None","glutamine synthetase, catalytic domain containing protein, expressed"
"LOC_Os05g13940",0.00574431385641,"RePRP1.2","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os12g23200",0.00559463807019,"--","None","photosystem I reaction center subunit XI, chloroplast precursor, putative, expressed"
"LOC_Os07g36080",0.00552783662597,"--","None","oxygen evolving enhancer protein 3 domain containing protein, expressed"
"LOC_Os01g41710",0.00550205332988,"CAB2R","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os05g28090",0.00533882420945,"--","None","expressed protein"
"LOC_Os07g01760",0.00528840004681,"ALT-2","None","aminotransferase, classes I and II, domain containing protein, expressed"
"LOC_Os06g15400",0.00528418827369,"--","None","expressed protein"
"LOC_Os06g40940",0.00515040050468,"--","None","glycine dehydrogenase, putative, expressed"
"LOC_Os07g25430",0.00508393042234,"--","None","photosystem I reaction center subunit IV A, chloroplast precursor, putative, expressed"
"LOC_Os06g51029",0.00506517307569,"--","None","OsFtsH1  FtsH protease, homologue of AtFtsH1/5, expressed"
"LOC_Os04g33830",0.00505270559118,"--","None","membrane protein, putative, expressed"
"LOC_Os03g15870",0.00504780840544,"--","None","ribosomal protein L4, putative, expressed"
"LOC_Os04g41340",0.00500061155492,"Os4NPP1","None","4-nitrophenylphosphatase, putative, expressed"
"LOC_Os06g40640",0.00486200194059,"OsAld-Y","None","fructose-bisphospate aldolase isozyme, putative, expressed"
"LOC_Os03g47610",0.00485188517541,"--","None","thiamine biosynthesis protein thiC, putative, expressed"
"LOC_Os01g70400",0.00479751876887,"--","None","expressed protein"
"LOC_Os09g39180",0.00459208681887,"--","None","RNA recognition motif containing protein, putative, expressed"
"LOC_Os05g01950",0.00457104829686,"--","None","expressed protein"
"LOC_Os03g63950",0.00447100606352,"--","None","plastid-specific 30S ribosomal protein 1, chloroplast precursor, putative, expressed"
"LOC_Os10g01044",0.00446561897435,"--","None","isoflavone reductase, putative, expressed"
"LOC_Os04g16680",0.00441055320954,"--","None","fructose-1,6-bisphosphatase, putative, expressed"
"LOC_Os03g39610",0.00439543853777,"LHCB|LHCPII","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os01g44210",0.00435844377586,"--","None","50S ribosomal protein L31, putative, expressed"
"LOC_Os07g37550",0.00431166590174,"--","None","chlorophyll A-B binding protein, putative, expressed"
"LOC_Os07g11110",0.004261984602,"--","None","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"LOC_Os05g01270",0.00423925965546,"OsCYP20-2","None","peptidyl-prolyl cis-trans isomerase, putative, expressed"
"LOC_Os01g59080",0.00422812201344,"--","None","expressed protein"
"LOC_Os06g01210",0.00412216786181,"--","None","plastocyanin, chloroplast precursor, putative, expressed"
"LOC_Os01g72950",0.00407176443394,"--","None","expressed protein"
"LOC_Os05g33280",0.00395748550485,"--","None","thylakoid lumen protein, putative, expressed"
"LOC_Os06g04270",0.00393771408158,"OsTK","None","transketolase, chloroplast precursor, putative, expressed"
"LOC_Os03g50080",0.00391190839507,"--","None","peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
"LOC_Os01g32830",0.0038225752977,"OsPLGG1","None","expressed protein"
"LOC_Os02g43600",0.00381012420453,"--","None","50S ribosomal protein L19, chloroplast precursor, putative, expressed"
"LOC_Os04g02880",0.00378892577838,"--","None","expressed protein"
"LOC_Os08g14440",0.00377520986977,"--","None","uridylyltransferase-related, putative, expressed"
"LOC_Os03g07300",0.00370904779438,"RPE","None","ribulose-phosphate 3-epimerase, chloroplast precursor, putative, expressed"
"LOC_Os09g07570",0.00369211850555,"--","None","ferredoxin-thioredoxin reductase catalytic chain, chloroplast precursor, putative, expressed"
"LOC_Os05g32220",0.00368201475747,"--","None","L1P family of ribosomal proteins domain containing protein, expressed"
"LOC_Os04g53230",0.00364355929029,"--","None","aminomethyltransferase, putative, expressed"
"LOC_Os01g13770",0.00364352551857,"OsTPT1","None","DUF250 domain containing protein, putative, expressed"
"LOC_Os03g52840",0.00359172193219,"OsSHM1|OsSHMT1","None","serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
"LOC_Os08g32930",0.00356574621628,"--","None","expressed protein"
"LOC_Os03g17174",0.00355616398432,"--","None","PsbP, putative, expressed"
"LOC_Os01g55570",0.00355581708148,"--","None","expressed protein"
